"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
324,"宅地(土地)","住宅地","23202","愛知県","岡崎市","末広町","東岡崎","30分?60分",5700000,"380000","","50",120000,"不整形","1.6","","","","","その他","東","市道",6.0,"準工業地域",60,200,"2018年第４四半期","",""
325,"宅地(土地)","住宅地","23202","愛知県","岡崎市","末広町","東岡崎","30分?60分",27000000,"520000","","175",160000,"ほぼ長方形","8.3","","","","","住宅","東","市道",5.8,"工業地域",60,200,"2018年第１四半期","",""
326,"中古マンション等","","23202","愛知県","岡崎市","菅生町","東岡崎","10",13000000,"","２ＬＤＫ","70",,"","","","昭和59年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2018年第４四半期","改装済",""
327,"中古マンション等","","23202","愛知県","岡崎市","菅生町","東岡崎","13",5300000,"","１Ｋ","50",,"","","","昭和48年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2018年第２四半期","改装済",""
328,"中古マンション等","","23202","愛知県","岡崎市","大樹寺","大門(愛知)","8",18000000,"","３ＬＤＫ","75",,"","","","平成16年","ＲＣ","","住宅","","",,"準工業地域",60,200,"2018年第３四半期","未改装",""
329,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大樹寺","東岡崎","30分?60分",69000000,"530000","","430",160000,"ほぼ長方形","20.1","","","","","住宅","南","市道",6.0,"準工業地域",60,200,"2019年第１四半期","",""
330,"宅地(土地)","商業地","23202","愛知県","岡崎市","大樹寺","東岡崎","30分?60分",120000000,"360000","","1100",110000,"不整形","26.5","","","","","","東","市道",14.0,"準工業地域",60,200,"2018年第４四半期","",""
331,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大樹寺","東岡崎","30分?60分",21000000,"","","130",,"袋地等","13.4","90","平成10年","木造","住宅","住宅","東","市道",8.6,"準工業地域",60,200,"2018年第４四半期","",""
332,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大樹寺","東岡崎","30分?60分",21000000,"","","100",,"ほぼ長方形","5.5","80","平成8年","木造","住宅","住宅","南","市道",4.5,"準工業地域",60,200,"2018年第３四半期","",""
333,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大樹寺","東岡崎","30分?60分",15000000,"","","140",,"袋地等","10.8","75","昭和55年","木造","住宅","住宅","北","市道",6.0,"第２種中高層住居専用地域",60,200,"2018年第３四半期","",""
334,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",45000000,"","","145",,"長方形","8.0","110","平成30年","木造","住宅","住宅","東","市道",6.0,"第１種住居地域",60,200,"2019年第１四半期","",""
335,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",12000000,"400000","","95",120000,"長方形","8.5","","","","","倉庫","北","市道",9.0,"準工業地域",60,200,"2019年第１四半期","",""
336,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",26000000,"","","170",,"袋地等","2.9","105","平成30年","木造","住宅","住宅","北","市道",6.0,"第１種住居地域",60,200,"2019年第１四半期","",""
337,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",48000000,"","","150",,"長方形","7.9","120","平成31年","木造","住宅","住宅","南","市道",6.0,"第１種住居地域",60,200,"2019年第１四半期","",""
338,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",43000000,"","","110",,"ほぼ台形","9.0","90","平成31年","木造","住宅","","南","市道",6.0,"第１種住居地域",60,200,"2019年第１四半期","",""
339,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",24000000,"","","135",,"長方形","6.5","","","","","その他","北","市道",6.0,"第１種住居地域",60,200,"2018年第４四半期","",""
340,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","30分?60分",20000000,"450000","","145",140000,"長方形","9.0","","","","","住宅","南","市道",7.3,"第１種住居地域",60,200,"2018年第４四半期","",""
341,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",17000000,"300000","","185",91000,"袋地等","3.8","","","","","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
342,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",58000000,"410000","","460",120000,"不整形","38.2","","","","","","南","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
343,"中古マンション等","","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",24000000,"","２ＬＤＫ","80",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2018年第３四半期","未改装",""
344,"中古マンション等","","23202","愛知県","岡崎市","大門","東岡崎","30分?60分",25000000,"","４ＬＤＫ","95",,"","","","平成20年","ＳＲＣ","","住宅","","",,"準工業地域",60,200,"2018年第３四半期","未改装",""
345,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",27000000,"","","230",,"長方形","9.0","165","昭和57年","鉄骨造","事務所、作業場","","西","市道",16.0,"準工業地域",60,200,"2018年第１四半期","",""
346,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",36000000,"","","155",,"台形","20.0","105","平成30年","木造","住宅","住宅","北西","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
347,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",41000000,"420000","","320",130000,"台形","21.0","","","","","","南","市道",6.0,"第１種住居地域",60,200,"2018年第１四半期","",""
348,"宅地(土地)","商業地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",18000000,"300000","","195",91000,"長方形","7.5","","","","","","西","市道",16.0,"準工業地域",60,200,"2018年第１四半期","","関係者間取引"
349,"宅地(土地)","宅地見込地","23202","愛知県","岡崎市","大門","東岡崎","1H?1H30",72000000,"400000","","600",120000,"ほぼ長方形","24.0","","","","","","南","市道",6.0,"第１種住居地域",60,200,"2018年第１四半期","",""
350,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大和町","西岡崎","3",20000000,"380000","","170",120000,"不整形","34.0","","","","","","南西","市道",10.5,"第１種住居地域",60,200,"2019年第１四半期","",""
351,"宅地(土地)","商業地","23202","愛知県","岡崎市","大和町","西岡崎","9",17000000,"330000","","165",100000,"ほぼ台形","23.0","","","","","","北西","県道",12.0,"工業地域",60,200,"2019年第１四半期","",""
352,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大和町","西岡崎","9",38000000,"420000","","300",130000,"ほぼ長方形","13.5","","","","","住宅","南西","市道",3.0,"工業地域",60,200,"2018年第４四半期","",""
353,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大和町","西岡崎","2",17000000,"","","190",,"袋地等","2.5","85","昭和56年","木造","住宅","住宅","南東","私道",4.0,"第１種住居地域",60,200,"2018年第４四半期","",""
354,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大和町","西岡崎","10",67000000,"250000","","900",74000,"不整形","14.5","","","","","","南西","市道",5.5,"工業地域",60,200,"2018年第４四半期","",""
355,"宅地(土地)","商業地","23202","愛知県","岡崎市","大和町","西岡崎","9",16000000,"260000","","200",78000,"袋地等","2.7","","","","","","北西","県道",12.0,"工業地域",60,200,"2018年第３四半期","",""
356,"宅地(土地)","商業地","23202","愛知県","岡崎市","大和町","西岡崎","9",15000000,"400000","","130",120000,"不整形","","","","","","住宅","北西","県道",12.0,"工業地域",60,200,"2018年第３四半期","",""
357,"宅地(土地)","住宅地","23202","愛知県","岡崎市","大和町","西岡崎","7",20000000,"430000","","150",130000,"長方形","","","","","","住宅","南東","道路",4.0,"第１種住居地域",60,200,"2018年第２四半期","",""
358,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","大和町","西岡崎","6",41000000,"","","130",,"ほぼ長方形","8.7","115","平成30年","木造","住宅","住宅","南東","市道",6.5,"第１種住居地域",60,200,"2018年第２四半期","",""
359,"宅地(土地)","住宅地","23202","愛知県","岡崎市","滝町","東岡崎","1H?1H30",11000000,"200000","","180",61000,"不整形","20.0","","","","","住宅","南","県道",15.0,"市街化調整区域",60,200,"2019年第１四半期","",""
360,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","滝町","東岡崎","1H?1H30",17000000,"","","260",,"長方形","15.8","160","平成4年","木造","住宅","住宅","北","市道",6.0,"第１種低層住居専用地域",60,100,"2018年第１四半期","",""
361,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","滝町","東岡崎","1H?1H30",40000000,"","","960",,"ほぼ長方形","24.5","250","昭和58年","鉄骨造","事務所","事務所","南","市道",12.0,"第１種低層住居専用地域",60,100,"2018年第１四半期","",""
362,"林地","","23202","愛知県","岡崎市","滝町","","",960000,"","","175",,"","","","","","","","","",,"",,,"2018年第４四半期","",""
363,"宅地(土地)","住宅地","23202","愛知県","岡崎市","田口町","東岡崎","1H30?2H",19000000,"230000","","270",69000,"長方形","20.5","","","","","住宅","東","市道",9.0,"市街化調整区域",60,200,"2018年第２四半期","",""
364,"宅地(土地)","住宅地","23202","愛知県","岡崎市","竜美旭町","東岡崎","19",25000000,"700000","","115",210000,"ほぼ正方形","11.2","","","","","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2018年第４四半期","",""
365,"宅地(土地)","住宅地","23202","愛知県","岡崎市","竜美大入町","岡崎","24",67000000,"480000","","460",150000,"ほぼ整形","25.0","","","","","","北東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
366,"宅地(土地)","住宅地","23202","愛知県","岡崎市","竜美北","東岡崎","15",32000000,"620000","","170",190000,"ほぼ台形","14.0","","","","","住宅","南","市道",10.0,"第１種住居地域",60,200,"2018年第４四半期","",""
367,"宅地(土地)","住宅地","23202","愛知県","岡崎市","竜美北","東岡崎","16",34000000,"500000","","230",150000,"ほぼ長方形","9.0","","","","","","西","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
368,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","竜美北","東岡崎","18",90000000,"","","420",,"長方形","14.5","340","平成5年","木造","住宅、駐車場","住宅","北","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
369,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","竜美北","東岡崎","15",36000000,"","","95",,"長方形","5.3","135","平成30年","ＲＣ","住宅、駐車場","住宅","北西","市道",6.0,"第１種住居地域",60,200,"2018年第１四半期","",""
370,"中古マンション等","","23202","愛知県","岡崎市","竜美新町","東岡崎","30分?60分",11000000,"","３ＬＤＫ","70",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2018年第４四半期","未改装",""
371,"中古マンション等","","23202","愛知県","岡崎市","竜美新町","東岡崎","30分?60分",13000000,"","３ＬＤＫ","65",,"","","","平成6年","ＲＣ","","住宅","","",,"工業地域",60,200,"2018年第２四半期","改装済",""
372,"宅地(土地)","住宅地","23202","愛知県","岡崎市","竜美台","東岡崎","30分?60分",34000000,"520000","","220",160000,"長方形","11.7","","","","","その他","南西","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
373,"宅地(土地)","住宅地","23202","愛知県","岡崎市","竜美台","東岡崎","30分?60分",32000000,"560000","","190",170000,"長方形","9.5","","","","","住宅","南西","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第２四半期","",""
374,"宅地(土地)","住宅地","23202","愛知県","岡崎市","竜美西","東岡崎","20",19000000,"490000","","130",150000,"ほぼ長方形","8.3","","","","","その他","南","市道",7.9,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
375,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","竜美東","東岡崎","28",40000000,"","","100",,"長方形","7.0","115","平成29年","木造","住宅","住宅","南西","市道",8.0,"第１種住居地域",60,200,"2018年第１四半期","",""
376,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","竜美東","東岡崎","26",57000000,"","","190",,"長方形","7.5","110","平成30年","木造","住宅","住宅","南","市道",16.0,"第１種低層住居専用地域",60,100,"2018年第１四半期","",""
